"x","y","z"
23.13,22.34,"AT"
23.04,22.28,"AT"
23.04,22.23,"AT"
23.16,22.33,"AT"
23.03,22.16,"AT"
22.91,22.01,"AT"
23.06,22.16,"AT"
23.16,22.3,"AT"
23.76,22.86,"AT"
24.23,23.47,"AT"
25.73,24.76,"AT"
27.11,25.98,"AT"
30.12,28.47,"AT"
31.08,29.52,"AT"
32.47,31.15,"AT"
33.06,31.98,"AT"
33.15,32.29,"AT"
32.46,31.69,"AT"
31.31,30.49,"AT"
29.23,28.51,"AT"
27.9,27.16,"AT"
27.44,26.69,"AT"
26.6,25.77,"AT"
25.84,25.05,"AT"
25.19,24.46,"AT"
24.86,24.15,"AT"
24.17,23.49,"AT"
23.82,23.06,"AT"
23.51,22.73,"AT"
23.47,22.62,"AT"
23.21,22.44,"AT"
23.3,22.43,"AT"
25.74,23.8,"AT"
28.44,26.37,"AT"
29.93,28.23,"AT"
31.27,29.53,"AT"
32.57,31.09,"AT"
33.25,32.26,"AT"
33.14,32.26,"AT"
33.28,32.51,"AT"
33.52,32.79,"AT"
33.11,32.54,"AT"
31.12,30.51,"AT"
26.96,26.33,"AT"
25.15,24.55,"AT"
23.42,22.83,"AT"
23.34,22.76,"AT"
23.4,22.78,"AT"
23.32,22.7,"AT"
23.25,22.54,"AT"
23.02,22.31,"AT"
22.96,22.22,"AT"
22.73,22.01,"AT"
22.69,21.94,"AT"
22.55,21.8,"AT"
22.4,21.67,"AT"
23.38,22.34,"AT"
25.54,23.95,"AT"
26.81,25.31,"AT"
27.67,26.39,"AT"
28.92,27.55,"AT"
29.98,28.56,"AT"
29.02,27.81,"AT"
28.22,27.12,"AT"
28.65,27.55,"AT"
25.73,24.94,"AT"
24.91,24.14,"AT"
23.77,23.15,"AT"
23.39,22.65,"AT"
23.52,22.78,"AT"
23.6,22.83,"AT"
23.54,22.72,"AT"
23.05,22.21,"AT"
22.74,21.95,"AT"
22.71,21.87,"AT"
22.56,21.69,"AT"
22.28,21.41,"AT"
22.35,21.48,"AT"
21.92,21.13,"AT"
21.79,21,"AT"
20.86,20.17,"AT"
20.89,20.09,"AT"
20.93,20.16,"AT"
21.46,20.63,"AT"
22.04,21.24,"AT"
23.38,22.46,"AT"
22.89,21.83,"AT"
23.46,22.35,"AT"
22.56,21.64,"AT"
21.9,21.1,"AT"
21.37,20.6,"AT"
20.17,19.36,"AT"
19.86,19.11,"AT"
20.05,19.19,"AT"
20.1,19.23,"AT"
20.07,19.26,"AT"
20.12,19.26,"AT"
20.05,19.16,"AT"
20.05,19.15,"AT"
19.67,18.9,"AT"
19.51,18.67,"AT"
19.02,18.24,"AT"
18.76,17.94,"AT"
19.37,18.49,"AT"
20.23,19.3,"AT"
22.85,21.09,"AT"
23.97,22.94,"AT"
24.27,23.25,"AT"
24.3,23.38,"AT"
24.74,23.76,"AT"
22.81,22.09,"AT"
21.18,20.59,"AT"
21.68,21.02,"AT"
21.47,20.74,"AT"
20.54,19.78,"AT"
20.13,19.39,"AT"
20.28,19.52,"AT"
20.05,19.28,"AT"
19.61,18.83,"AT"
19.57,18.78,"AT"
19.5,18.68,"AT"
19.62,18.82,"AT"
19.47,18.7,"AT"
18.94,18.11,"AT"
18.89,18.09,"AT"
18.67,17.81,"AT"
18.01,17.19,"AT"
18.39,17.36,"AT"
20.79,19.56,"AT"
22.59,21.56,"AT"
24.39,23.3,"AT"
26.21,25.18,"AT"
27.65,26.62,"AT"
28.91,27.76,"AT"
30.07,28.81,"AT"
31.31,29.68,"AT"
30.54,29.67,"AT"
31.3,30.07,"AT"
30.06,28.77,"AT"
25.45,24.73,"AT"
23.4,22.7,"AT"
23.19,22.4,"AT"
23.1,22.36,"AT"
23.03,22.25,"AT"
22.27,21.45,"AT"
21.98,21.17,"AT"
21.47,20.64,"AT"
21.22,20.39,"AT"
21.34,20.47,"AT"
21.14,20.31,"AT"
20.43,19.68,"AT"
20.74,19.56,"AT"
24.53,21.84,"AT"
24.41,22.54,"AT"
26.27,24.46,"AT"
28.19,26.62,"AT"
29.82,28.26,"AT"
30.69,29.25,"AT"
31.51,30.18,"AT"
31.93,30.52,"AT"
31.46,30.2,"AT"
28.97,28.24,"AT"
27.51,26.71,"AT"
25.09,24.39,"AT"
24.06,23.44,"AT"
23.2,22.42,"AT"
22.28,21.47,"AT"
22.19,21.42,"AT"
21.51,20.71,"AT"
20.78,19.86,"AT"
20.36,19.45,"AT"
19.94,19.13,"AT"
19.55,18.89,"AT"
19.52,18.85,"AT"
19.15,18.46,"AT"
20.24,19.33,"AT"
21.37,20.31,"AT"
22.49,21.49,"AT"
25.11,23.76,"AT"
27.58,25.91,"AT"
30.06,28.33,"AT"
31.34,29.7,"AT"
32.4,30.88,"AT"
32.99,31.38,"AT"
33.51,32.08,"AT"
32.64,31.42,"AT"
30.43,29.54,"AT"
27.33,26.8,"AT"
25.39,24.88,"AT"
23.54,23.14,"AT"
22.79,22.36,"AT"
22.07,21.58,"AT"
21.8,21.3,"AT"
21.03,20.45,"AT"
20.42,19.84,"AT"
19.68,19.14,"AT"
19.12,18.47,"AT"
18.82,18.08,"AT"
18.42,17.81,"AT"
19.34,17.85,"AT"
22.59,19.85,"AT"
25.02,22.44,"AT"
26.66,25.33,"AT"
28.5,27.12,"AT"
30.52,29.24,"AT"
31.25,30.17,"AT"
32.21,31.3,"AT"
33.31,32.29,"AT"
32.59,31.61,"AT"
29.93,28.91,"AT"
27.37,26.58,"AT"
25.28,24.63,"AT"
24.53,23.93,"AT"
24.2,23.64,"AT"
23.51,22.93,"AT"
22.86,22.36,"AT"
22.04,21.58,"AT"
21.36,20.77,"AT"
20.5,19.77,"AT"
20.28,19.55,"AT"
20.34,19.59,"AT"
19.48,18.79,"AT"
19.42,18.63,"AT"
20.29,19.4,"AT"
21.45,20.5,"AT"
24.1,22.79,"AT"
25.17,24.36,"AT"
27.57,26.28,"AT"
28.46,27.39,"AT"
29.64,28.74,"AT"
30.78,29.85,"AT"
32.1,30.87,"AT"
32,30.69,"AT"
30.22,29.18,"AT"
25.76,25.16,"AT"
24.11,23.51,"AT"
23.81,23.13,"AT"
23.89,23.16,"AT"
23.6,22.92,"AT"
23.36,22.7,"AT"
22.98,22.3,"AT"
22.27,21.67,"AT"
21.49,20.85,"AT"
21.09,20.4,"AT"
20.91,20.17,"AT"
20.94,20.15,"AT"
21.07,20.38,"AT"
21.6,20.78,"AT"
22.48,21.6,"AT"
24.04,23.13,"AT"
25.08,24.17,"AT"
26.92,26.01,"AT"
28.14,26.96,"AT"
28.98,27.5,"AT"
27.75,26.54,"AT"
26.97,25.92,"AT"
25.81,24.99,"AT"
25.99,25.1,"AT"
25.05,24.31,"AT"
23.34,22.63,"AT"
22.45,21.8,"AT"
22.51,21.83,"AT"
22.43,21.68,"AT"
21.88,21.18,"AT"
21.4,20.69,"AT"
21.09,20.39,"AT"
20.57,19.99,"AT"
19.52,19.09,"AT"
19.11,18.52,"AT"
18.44,17.84,"AT"
19.04,18.34,"AT"
18.6,17.98,"AT"
21.36,19.95,"AT"
22.76,21.66,"AT"
24.22,23.32,"AT"
25.38,24.42,"AT"
26.86,25.83,"AT"
27.34,25.99,"AT"
27.34,26.08,"AT"
24.9,24.45,"AT"
26.13,25.39,"AT"
25.84,25.14,"AT"
23.99,23.35,"AT"
22.41,21.73,"AT"
21.76,21.1,"AT"
21.66,20.95,"AT"
21.7,20.99,"AT"
21.5,20.76,"AT"
21.24,20.46,"AT"
20.24,19.43,"AT"
19.89,19.08,"AT"
20.03,19.22,"AT"
18.6,17.85,"AT"
17.51,16.98,"AT"
18.82,17.15,"AT"
94.71,96.08,"RH"
93.94,95.63,"RH"
89.91,91.94,"RH"
85.24,87.86,"RH"
78.82,83.5,"RH"
72.68,76.91,"RH"
67.33,73.41,"RH"
78.73,81.98,"RH"
92.41,94.78,"RH"
88.81,91.67,"RH"
88.43,91.37,"RH"
90.83,93.73,"RH"
93.52,95.78,"RH"
95.64,97.38,"RH"
95.85,97.64,"RH"
94.87,97.14,"RH"
95.02,96.86,"RH"
95.26,97.18,"RH"
95.65,97.73,"RH"
94.79,96.89,"RH"
94.91,96.97,"RH"
94.9,96.95,"RH"
95.73,97.57,"RH"
95.23,97.22,"RH"
91.84,94.36,"RH"
89.92,92.73,"RH"
87.23,90.59,"RH"
80.71,84.49,"RH"
75.62,81.07,"RH"
72.78,78.65,"RH"
67.59,72.47,"RH"
71.14,75.63,"RH"
82.53,84.93,"RH"
75.17,79.91,"RH"
74.27,79.29,"RH"
83.96,87.42,"RH"
92.17,94.68,"RH"
91.57,94.12,"RH"
92.03,94.68,"RH"
94.47,96.49,"RH"
95.32,97.47,"RH"
94.51,96.86,"RH"
95.59,97.24,"RH"
96.13,97.35,"RH"
96.96,98.08,"RH"
97.97,98.87,"RH"
98.05,99.23,"RH"
97.42,98.91,"RH"
97.17,98.73,"RH"
94.61,96.55,"RH"
90.01,92.85,"RH"
82.19,85.68,"RH"
73.75,78.64,"RH"
68.17,73.5,"RH"
60.55,66.84,"RH"
60.49,65.27,"RH"
66.44,71,"RH"
77,81.12,"RH"
79.91,84.12,"RH"
81.71,85.6,"RH"
90.63,92.16,"RH"
95.04,96.77,"RH"
95.12,97.48,"RH"
95.3,97.44,"RH"
95.25,97.25,"RH"
93.81,95.94,"RH"
94.48,96.37,"RH"
95.72,97.4,"RH"
94.91,96.68,"RH"
94.76,96.62,"RH"
93.97,95.88,"RH"
92.06,94.49,"RH"
91.56,94.22,"RH"
90.24,93.03,"RH"
85.75,88.97,"RH"
85.38,89.08,"RH"
80.2,84.78,"RH"
69.37,74.82,"RH"
71.42,76.53,"RH"
67.07,72.08,"RH"
62.68,67.76,"RH"
57.18,61.8,"RH"
60.34,64.7,"RH"
63.22,68.21,"RH"
70.54,74.87,"RH"
78.16,81.56,"RH"
84.51,87.78,"RH"
86.95,90.05,"RH"
86.77,90.24,"RH"
86.31,90.21,"RH"
88.86,92.63,"RH"
92.58,95.48,"RH"
92.74,96.42,"RH"
91.05,94.82,"RH"
91.51,94.77,"RH"
94.65,97.16,"RH"
93.92,97.08,"RH"
74.08,87.38,"RH"
67.69,77.06,"RH"
63.73,71.29,"RH"
55.18,61.99,"RH"
46.7,53.12,"RH"
46.92,52.68,"RH"
52.54,58.55,"RH"
60.36,66.45,"RH"
53.87,59.48,"RH"
57.7,62.88,"RH"
63.88,68.28,"RH"
74.97,79.28,"RH"
80.41,84.77,"RH"
84.77,88.1,"RH"
87.63,90.59,"RH"
88.43,91.77,"RH"
90.23,92.94,"RH"
90.56,93.32,"RH"
92.46,94.6,"RH"
93.94,96.12,"RH"
95.05,97.12,"RH"
95.63,97.61,"RH"
96.26,97.88,"RH"
94.48,97.85,"RH"
87.53,94.76,"RH"
77.39,86.24,"RH"
69.15,77.41,"RH"
61.54,68.33,"RH"
55.21,61.98,"RH"
50.42,56.75,"RH"
46.67,51.73,"RH"
46.2,51.45,"RH"
53.99,60.09,"RH"
53.5,58.16,"RH"
65.27,70.36,"RH"
67.63,71.8,"RH"
66.44,70.96,"RH"
70.49,74.99,"RH"
76.13,80.21,"RH"
80.53,84.31,"RH"
82.82,86.56,"RH"
86.32,89.9,"RH"
88.93,92.14,"RH"
90.38,93.57,"RH"
91.72,94.67,"RH"
91.24,94.47,"RH"
90.36,93.67,"RH"
87.02,91.27,"RH"
82.44,86.98,"RH"
75.46,81,"RH"
71.37,77.41,"RH"
65.35,71.58,"RH"
55.32,60.98,"RH"
49.46,55.07,"RH"
45.12,50.97,"RH"
52.09,57.11,"RH"
65.71,70.12,"RH"
66.63,71.54,"RH"
74.74,79.28,"RH"
83.46,87.72,"RH"
85.97,89.83,"RH"
87.64,91.5,"RH"
87.77,91.6,"RH"
89.81,92.99,"RH"
90.01,93.66,"RH"
89.52,92.83,"RH"
93.55,96.11,"RH"
95.18,97.67,"RH"
95.38,97.85,"RH"
96.51,98.58,"RH"
96.5,98.9,"RH"
94.77,98.29,"RH"
91.58,95.84,"RH"
78.13,86.5,"RH"
66.57,76.35,"RH"
59.95,67.64,"RH"
55.12,61.67,"RH"
46.22,53.18,"RH"
45.22,51.41,"RH"
52.68,58.47,"RH"
45.36,51.52,"RH"
44.19,49.73,"RH"
61.63,66.89,"RH"
64.39,68.82,"RH"
70.49,74.81,"RH"
71.66,76.21,"RH"
78.53,82.82,"RH"
81.9,86.02,"RH"
83.33,87.15,"RH"
85.95,89.26,"RH"
88.17,91.19,"RH"
92.08,94.69,"RH"
93.42,96.12,"RH"
93.11,95.61,"RH"
94.1,96.28,"RH"
92.77,97.11,"RH"
75.75,89.69,"RH"
66.87,78.45,"RH"
63.56,72.6,"RH"
57.48,66.3,"RH"
52.39,59.93,"RH"
44.19,50.54,"RH"
41.67,48.12,"RH"
40.37,46.22,"RH"
37.88,43.57,"RH"
39.37,44.21,"RH"
55.88,60.79,"RH"
62.7,67.25,"RH"
66.82,71.65,"RH"
72.51,76.51,"RH"
84.63,87.75,"RH"
85.71,88.63,"RH"
85.65,89.25,"RH"
86.8,89.9,"RH"
86.58,89.62,"RH"
89.38,92.26,"RH"
91.79,94.71,"RH"
92.41,95.22,"RH"
93.91,96.32,"RH"
91.79,94.54,"RH"
89.07,92.77,"RH"
86.61,91.52,"RH"
77.2,84.29,"RH"
63.66,71.77,"RH"
58.76,66.06,"RH"
56.78,63.71,"RH"
55.95,62.68,"RH"
58.36,64.42,"RH"
60.97,66.98,"RH"
65.65,71.34,"RH"
66.86,72.33,"RH"
71.64,76.45,"RH"
73.09,77.76,"RH"
81.3,85.32,"RH"
94.98,97.3,"RH"
95.75,98.48,"RH"
95.77,98.22,"RH"
94.96,97.39,"RH"
93.34,95.78,"RH"
94.58,96.7,"RH"
95.35,97.64,"RH"
95,97.17,"RH"
95.76,98.15,"RH"
96.54,98.79,"RH"
96.18,98.97,"RH"
94.9,98.2,"RH"
88.42,92.82,"RH"
83.68,88.23,"RH"
83.27,88.1,"RH"
77.29,82.68,"RH"
68.96,75.26,"RH"
80.1,85.01,"RH"
82.12,86.83,"RH"
81.38,85.8,"RH"
87.01,90.62,"RH"
88.16,91.66,"RH"
90.5,93.79,"RH"
81.95,85.62,"RH"
83.95,87.25,"RH"
87.93,91.05,"RH"
88.06,91.53,"RH"
91.91,94.69,"RH"
92.42,96.12,"RH"
92.77,95.4,"RH"
93.2,96.34,"RH"
93.6,96.17,"RH"
90.13,93.35,"RH"
88.51,91.92,"RH"
87.6,91.55,"RH"
83.77,88.59,"RH"
76.96,83.44,"RH"
67.69,75.06,"RH"
61.5,68.79,"RH"
59.27,65.99,"RH"
57.48,64.1,"RH"
50.19,56.07,"RH"
50.71,55.81,"RH"
58.86,63.94,"RH"
63.58,68.75,"RH"
64.6,69.18,"RH"
74.49,78.33,"RH"
85.28,88.16,"RH"
85.69,89.04,"RH"
88.18,91.3,"RH"
89.81,92.84,"RH"
92.5,95.3,"RH"
93.31,96.24,"RH"
94.31,96.89,"RH"
94.81,97.45,"RH"
94.63,97.26,"RH"
95.5,98.24,"RH"
93.79,97.58,"RH"
84.25,91.18,"RH"
72.62,78.68,"RH"
67.89,74.19,"RH"
60.76,67.8,"RH"
54.36,61.33,"RH"
54.8,61.44,"RH"
48.47,55.32,"RH"
74.89,77.46,"RH"
78.62,81.01,"RH"
60.39,65.69,"RH"
66.09,70.71,"RH"
78.97,82.31,"RH"
83.82,87.1,"RH"
80.22,83.74,"RH"
80.85,84.41,"RH"
83.6,86.98,"RH"
90.17,92.9,"RH"
91.42,93.83,"RH"
91.55,94.15,"RH"
94.23,95.75,"RH"
93.87,95.07,"RH"
97.2,98.26,"RH"
96.68,98.47,"RH"
95.92,98.02,"RH"
93.14,95.64,"RH"
90.8,93.69,"RH"
82.28,86.64,"RH"
69.77,75.53,"RH"
57.5,64.27,"RH"
54.42,61.34,"RH"
51.04,56.32,"RH"
48.33,53.47,"RH"
49.72,55.32,"RH"
55.94,61.19,"RH"
65.44,69.89,"RH"
73.98,78.29,"RH"
86.67,89.88,"RH"
88.49,91.11,"RH"
88.55,91.36,"RH"
91.23,93.84,"RH"
91.92,94.17,"RH"
93.57,95.61,"RH"
92.23,94.76,"RH"
94.2,96.26,"RH"
95.39,97.09,"RH"
95.99,97.65,"RH"
96.65,98.08,"RH"
95.47,97.56,"RH"
91.43,94.6,"RH"
86.65,90.32,"RH"
79.95,85.03,"RH"
71.52,77.55,"RH"
61.68,69.33,"RH"
61.8,67.43,"RH"
57.55,62.77,"RH"
52.78,58.25,"RH"
63.24,68.44,"RH"
72.52,77.24,"RH"
75.89,80.2,"RH"
80.21,83.57,"RH"
84.68,87.48,"RH"
84.49,87.61,"RH"
85.14,88.33,"RH"
85.04,88.64,"RH"
89.79,92.71,"RH"
90.62,93.39,"RH"
91.52,94.04,"RH"
92.76,95.33,"RH"
95.37,97.06,"RH"
96.26,98.01,"RH"
95.75,97.83,"RH"
93.19,96.12,"RH"
90.42,93.95,"RH"
83.21,88.01,"RH"
77.17,82.32,"RH"
68.86,74.15,"RH"
62.78,68.23,"RH"
58.48,63.5,"RH"
55.17,59.88,"RH"
56.78,62.51,"RH"
73.06,77.44,"RH"
77.74,81.71,"RH"
83.91,87.31,"RH"
93.43,95.13,"RH"
93.4,95.27,"RH"
92.81,94.95,"RH"
93.37,95.56,"RH"
93.05,95.22,"RH"
92.76,95.13,"RH"
94.18,96.07,"RH"
94.56,96.47,"RH"
96.32,97.71,"RH"
95.95,97.79,"RH"
93.87,95.73,"RH"
93.47,95.44,"RH"
92.94,95.02,"RH"
90.44,92.58,"RH"
82.27,85.68,"RH"
74.97,79.09,"RH"
68.68,73.36,"RH"
63.67,68.26,"RH"
59.75,65.67,"RH"
58.54,64.7,"RH"
66.37,72.2,"RH"
58.79,64.49,"RH"
70.1,74.62,"RH"
90.17,91.82,"RH"
93.41,94.74,"RH"
94.72,96.64,"RH"
93.91,96,"RH"
94.42,96.02,"RH"
94.78,96.4,"RH"
95.78,97.29,"RH"
95.18,96.64,"RH"
94.42,96.23,"RH"
94.08,95.95,"RH"
95.28,97.18,"RH"
94.61,96.79,"RH"
93.92,96.23,"RH"
94.16,96.28,"RH"
90.57,93.21,"RH"
86.32,88.82,"RH"
78.92,83.11,"RH"
73.11,78.59,"RH"
62.5,69.75,"RH"
59.22,66.17,"RH"
56.49,62.32,"RH"
54.21,59.36,"RH"
51.54,55.61,"RH"
52.18,56.69,"RH"
59.73,64.64,"RH"
69.05,73.32,"RH"
75.11,78.94,"RH"
78.12,81.8,"RH"
83.28,86.82,"RH"
85.37,88.42,"RH"
87.53,90.06,"RH"
89.42,91.71,"RH"
92.45,94.05,"RH"
93.92,95.43,"RH"
95.83,96.94,"RH"
96.67,97.87,"RH"
96.82,97.9,"RH"
96.87,98,"RH"
87.04,94.67,"RH"
73.93,82.53,"RH"
67.07,74.85,"RH"
61.85,69.17,"RH"
57.68,63.39,"RH"
48.84,53.1,"RH"
49.34,53.72,"RH"
47.48,51.33,"RH"
47.37,51.4,"RH"
47.62,51.28,"RH"
55.65,59.77,"RH"
74.57,78.34,"RH"
82.29,85.27,"RH"
94.87,95.65,"RH"
95.59,95.99,"RH"
96.15,96.43,"RH"
94.24,94.81,"RH"
96.85,97.23,"RH"
96.76,97.31,"RH"
97,97.61,"RH"
96.75,97.48,"RH"
96.53,97.37,"RH"
95.56,96.6,"RH"
95.61,96.65,"RH"
89.8,92.96,"RH"
81.63,87.99,"RH"
72.45,79.05,"RH"
67.88,73.66,"RH"
63.94,69.67,"RH"
57.94,64.03,"RH"
60.05,65.68,"RH"
65.13,70.17,"RH"
62.64,67.81,"RH"
72.18,76.3,"RH"
73.69,77.88,"RH"
76.25,79.74,"RH"
78.06,81.69,"RH"
78.54,82.01,"RH"
79.25,82.78,"RH"
80.78,84.31,"RH"
84.04,87.39,"RH"
86.44,89.37,"RH"
87.85,90.78,"RH"
89.87,92.67,"RH"
90.66,93.3,"RH"
89.98,92.72,"RH"
91.76,93.72,"RH"
91.42,93.29,"RH"
93.71,94.77,"RH"
94.61,95.83,"RH"
93.89,94.89,"RH"
88.66,90.67,"RH"
86.89,89.28,"RH"
77.94,81.57,"RH"
80.34,84.49,"RH"
75.02,79.56,"RH"
77.35,81.39,"RH"
78.39,82.15,"RH"
81.9,85.38,"RH"
91.01,93.58,"RH"
90.19,92.47,"RH"
90.68,93.35,"RH"
86.31,89.28,"RH"
81.77,85,"RH"
81.97,85.19,"RH"
82.84,86.35,"RH"
83.86,87.36,"RH"
85.28,88.14,"RH"
86.61,89.54,"RH"
91.16,93.43,"RH"
92.22,94.5,"RH"
90.1,92.93,"RH"
88.12,91.34,"RH"
75.77,82.9,"RH"
68.63,72.95,"RH"
69.31,74.15,"RH"
70.12,74.63,"RH"
67.43,72.09,"RH"
77.24,80.63,"RH"
86.53,88.83,"RH"
84.58,87.23,"RH"
82.25,85.18,"RH"
89,91.6,"RH"
90.81,92.92,"RH"
88.96,91.38,"RH"
87.55,90.06,"RH"
90.06,92.3,"RH"
89.92,92.19,"RH"
90.73,93.02,"RH"
89.54,91.94,"RH"
89.92,92.2,"RH"
92.09,94.19,"RH"
91.89,93.97,"RH"
91.42,93.75,"RH"
93.88,95.78,"RH"
93.21,96.23,"RH"
84.24,89.4,"RH"
75.57,79.72,"RH"
64.6,69.41,"RH"
57.9,62.25,"RH"
51.33,55.27,"RH"
47.44,51.99,"RH"
46.28,51.01,"RH"
44.02,49.79,"RH"
46.02,50.2,"RH"
43.96,49.1,"RH"
49.31,54.9,"RH"
72.44,76.45,"RH"
78.84,82.07,"RH"
77.81,81.5,"RH"
78.05,81.33,"RH"
79.09,82.59,"RH"
86.2,89.24,"RH"
86.78,89.57,"RH"
89.69,92.33,"RH"
90.31,92.82,"RH"
90.09,92.77,"RH"
91.72,93.98,"RH"
94.02,95.59,"RH"
93.02,96.48,"RH"
77.39,88.61,"RH"
76.23,84.31,"RH"
69.61,77.4,"RH"
62.58,69.17,"RH"
57.14,63.68,"RH"
52.72,58.03,"RH"
47.66,52.76,"RH"
44.29,49.21,"RH"
45.03,49.96,"RH"
57.81,62.17,"RH"
65.61,70.04,"RH"
74.42,78.03,"RH"
77.83,80.76,"RH"
83.45,86.4,"RH"
88.09,90.7,"RH"
88.27,90.59,"RH"
90.78,92.75,"RH"
92.88,95.06,"RH"
93.59,95.66,"RH"
95.57,97.13,"RH"
96.66,97.36,"RH"
96.89,97.4,"RH"
97.3,97.76,"RH"
96.78,97.94,"RH"
93.53,96.07,"RH"
88.38,91.5,"RH"
78.03,83.14,"RH"
67.77,74.81,"RH"
59.06,65.82,"RH"
51.75,57.73,"RH"
45.99,50.87,"RH"
38.15,42.77,"RH"
33.69,38.1,"RH"
36.39,40.79,"RH"
41.45,45.36,"RH"
59.77,63.2,"RH"
66.74,69.79,"RH"
77.9,79.86,"RH"
81.67,83.35,"RH"
84.51,86.08,"RH"
85.09,86.42,"RH"
88.09,89.44,"RH"
90.24,91.2,"RH"
94.26,94.71,"RH"
95.61,95.93,"RH"
96.12,96.8,"RH"
96.58,96.69,"RH"
92.31,96.24,"RH"
78.32,89.64,"RH"
70.81,81.19,"RH"
64.65,70.44,"RH"
58.41,63.79,"RH"
49.71,54.39,"RH"
45.7,49.67,"RH"
39.51,42.87,"RH"
35.92,39.87,"RH"
39.49,43.34,"RH"
51.65,56.26,"RH"
60.03,64.09,"RH"
68.44,71.91,"RH"
71.64,74.73,"RH"
72.63,75.35,"RH"
76.31,78.83,"RH"
78.23,80.33,"RH"
82.37,83.93,"RH"
85.3,87.12,"RH"
89.72,91.59,"RH"
92.58,94.1,"RH"
86.19,88.48,"RH"
89.2,90.9,"RH"
91.77,93.53,"RH"
89.34,91.81,"RH"
84.59,87.78,"RH"
72.26,77.65,"RH"
60.37,63.83,"RH"
53.66,58.49,"RH"
49.82,54.17,"RH"
42.71,46.01,"RH"
37.22,40.52,"RH"
36.69,40.78,"RH"
41.26,46.19,"RH"
47.39,51.93,"RH"
60.7,64.34,"RH"
68.35,71.68,"RH"
69.92,73.43,"RH"
70.12,73.62,"RH"
71.15,74.41,"RH"
72.37,75.61,"RH"
75.12,78.32,"RH"
79.18,81.81,"RH"
83.21,85.58,"RH"
84.79,87.3,"RH"
86.73,89.03,"RH"
89.49,91.63,"RH"
87.83,89.66,"RH"
85.91,88.61,"RH"
83.75,86.87,"RH"
75.76,79.47,"RH"
70.26,74.35,"RH"
61.67,65.33,"RH"
57.84,62.45,"RH"
55.13,60.99,"RH"
61.74,66.91,"RH"
63.66,68.28,"RH"
64.19,68.02,"RH"
63.2,67.36,"RH"
65.4,69.19,"RH"
73.94,77.52,"RH"
76.63,79.8,"RH"
75.19,78.46,"RH"
76,79.53,"RH"
80.1,83.21,"RH"
83.29,86.2,"RH"
83.56,86.34,"RH"
85.28,87.35,"RH"
88.19,89.35,"RH"
89.48,91.2,"RH"
91.86,93.27,"RH"
89.25,91.26,"RH"
90.27,91.96,"RH"
80.49,86.02,"RH"
75.86,80.59,"RH"
67.06,70.85,"RH"
62.08,65.98,"RH"
55.74,59.82,"RH"
54.31,59.37,"RH"
57.58,62.76,"RH"
73.55,75,"RH"
64.55,68.18,"RH"
63.92,67.52,"RH"
68.52,71.96,"RH"
75.58,78.74,"RH"
76.88,79.84,"RH"
77.68,80.68,"RH"
75.65,78.79,"RH"
74.38,77.67,"RH"
73.76,77.22,"RH"
78.47,81.98,"RH"
80.13,83.44,"RH"
80.54,83.79,"RH"
86.26,88.95,"RH"
91.84,92.94,"RH"
86.38,92.16,"RH"
0,0,"RG"
0,0.5,"RG"
0,0.6,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,1.7,"RG"
3.75,4.6,"RG"
0,0,"RG"
0,0,"RG"
0.25,0.2,"RG"
0.25,0.3,"RG"
0.25,0.2,"RG"
0,0,"RG"
0.25,0.4,"RG"
0,0.2,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,2.4,"RG"
2.75,3.2,"RG"
0,0,"RG"
0,0,"RG"
0.25,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,1.6,"RG"
0,0.8,"RG"
0,0.6,"RG"
0,0.1,"RG"
0,0.1,"RG"
0,0.3,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
16.25,20,"RG"
9,11.4,"RG"
2,2.8,"RG"
2.5,2.4,"RG"
0.5,0.5,"RG"
0,0.1,"RG"
0.25,0.3,"RG"
0.25,0.2,"RG"
0.25,0.4,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
